1000,0.10040529,0.00140441,0.012435
2000,0.10040125,0.00238631,0.012387
3000,0.10039726,0.00335845,0.012340
4000,0.10039330,0.00432090,0.012293
5000,0.10038939,0.00527379,0.012248
6000,0.10038551,0.00621719,0.012203
7000,0.10038167,0.00715120,0.012160
8000,0.10037787,0.00807592,0.012117
9000,0.10037411,0.00899144,0.012075
10000,0.10037038,0.00989785,0.012034
